id,post__content_id,user__user_id,community_id,event_type,timestamp,location,created_at,updated_at
67,167,21,mindplex,view,1661948756,196.188.75.100,2022-08-31 12:25:56.601996+00:00,2022-08-31 12:25:56.797361+00:00
111,77,28,mindplex,view,1663689995,103.215.170.48,2022-09-20 02:56:21.948638+00:00,2022-09-20 16:06:35.279200+00:00
123,77,28,mindplex,react-negative,1663690040,103.215.170.48,2022-09-20 16:07:20.452950+00:00,2022-09-20 16:07:20.614770+00:00
152,149,40,mindplex,view,1682606256,212.129.62.247,2022-10-04 07:39:00.386935+00:00,2023-04-27 14:37:36.539095+00:00
100,187,28,mindplex,react-positive,1663220080,103.215.170.48,2022-09-15 05:31:29.849358+00:00,2022-09-15 05:34:40.764163+00:00
4358,77,511,mindplex,view,1682305411,188.150.108.21,2023-04-24 03:03:29.195324+00:00,2023-04-24 03:03:31.473604+00:00
1264,1255,55,mindplex,like,1675179945,50.7.93.83,2023-01-31 15:45:45.717172+00:00,2023-01-31 15:45:45.717190+00:00
109,149,28,mindplex,view,1663642631,103.215.170.48,2022-09-19 14:10:01.891243+00:00,2022-09-20 02:57:11.856743+00:00
11667,77,970,mindplex,like,1690905078,50.114.59.5,2023-08-01 15:51:19.131510+00:00,2023-08-01 15:51:19.131528+00:00
336,149,46,mindplex,view,1666857651,103.215.170.48,2022-10-27 08:00:51.290521+00:00,2022-10-27 08:00:51.290540+00:00
128,77,23,mindplex,view,1663862276,196.188.75.100,2022-09-22 15:57:56.515926+00:00,2022-09-22 15:57:57.098517+00:00
162,187,23,mindplex,view,1665492177,196.188.75.100,2022-10-04 11:47:07.267959+00:00,2022-10-11 12:42:57.992727+00:00
97,187,28,mindplex,view,1664769489,103.215.170.48,2022-09-14 10:47:18.327263+00:00,2022-10-03 03:58:09.889793+00:00
142,41,1,mindplex,view,1675267145,149.34.244.151,2022-10-03 11:33:48.661790+00:00,2023-02-01 15:59:05.909709+00:00
167,167,40,mindplex,dislike,1664965352,196.188.75.100,2022-10-05 10:22:32.480051+00:00,2022-10-05 10:22:32.480070+00:00
4401,2747,514,mindplex,view,1682437123,184.151.190.142,2023-04-25 15:38:43.186072+00:00,2023-04-25 15:38:43.664748+00:00
153,149,40,mindplex,react-negative,1664871916,196.188.75.100,2022-10-04 07:58:47.196811+00:00,2022-10-04 08:25:16.791525+00:00
130,187,40,mindplex,view,1680700967,196.188.75.100,2022-09-23 11:22:42.124059+00:00,2023-04-05 13:22:48.069353+00:00
1456,1373,114,mindplex,view,1675708777,77.29.0.111,2023-02-06 18:39:37.751487+00:00,2023-02-06 18:39:37.751504+00:00
154,187,19,mindplex,view,1664871195,217.102.170.217,2022-10-04 08:13:15.805492+00:00,2022-10-04 08:13:16.077207+00:00
141,149,31,mindplex,view,1664871676,103.215.170.48,2022-10-03 11:25:01.926462+00:00,2022-10-04 08:21:16.906533+00:00
159,41,36,mindplex,view,1664875246,103.215.170.48,2022-10-04 09:19:39.894909+00:00,2022-10-04 09:20:46.980853+00:00
155,41,31,mindplex,view,1664871843,103.215.170.48,2022-10-04 08:19:06.829678+00:00,2022-10-04 08:24:03.763622+00:00
160,77,43,mindplex,view,1664876778,103.215.170.48,2022-10-04 09:46:18.555203+00:00,2022-10-04 09:46:18.984638+00:00
161,77,43,mindplex,like,1664876785,103.215.170.48,2022-10-04 09:46:25.963937+00:00,2022-10-04 09:46:25.963957+00:00
352,41,46,mindplex,view,1666857720,103.215.170.48,2022-10-27 08:02:00.726632+00:00,2022-10-27 08:02:00.726651+00:00
354,41,46,mindplex,like,1666857728,103.215.170.48,2022-10-27 08:02:09.089912+00:00,2022-10-27 08:02:09.089931+00:00
171,149,23,mindplex,view,1664978828,196.188.75.100,2022-10-05 14:06:48.225485+00:00,2022-10-05 14:07:08.661372+00:00
185,187,36,mindplex,view,1665388203,103.215.170.48,2022-10-10 07:50:03.931492+00:00,2022-10-10 07:50:03.931511+00:00
188,149,35,mindplex,view,1666857396,103.215.170.48,2022-10-11 09:55:05.207669+00:00,2022-10-27 07:56:36.187714+00:00
1217,149,207,mindplex,view,1675064456,192.142.226.144,2023-01-30 07:40:56.759756+00:00,2023-01-30 07:40:56.759775+00:00
330,41,35,mindplex,view,1666857421,103.215.170.48,2022-10-27 07:57:01.341673+00:00,2022-10-27 07:57:01.341690+00:00
1207,77,200,mindplex,view,1675032164,103.5.140.155,2023-01-29 22:17:15.071759+00:00,2023-01-29 22:42:44.854428+00:00
8115,187,952,mindplex,view,1689401680,5.13.77.180,2023-07-15 06:14:40.495141+00:00,2023-07-15 06:14:40.723334+00:00
254,41,47,mindplex,like,1665558139,196.188.75.100,2022-10-12 07:02:19.632111+00:00,2022-10-12 07:02:19.632130+00:00
267,187,54,mindplex,view,1665663544,190.2.131.207,2022-10-13 12:19:04.518871+00:00,2022-10-13 12:19:04.518890+00:00
196,77,40,mindplex,react-positive,1665488632,196.188.75.100,2022-10-11 11:38:53.837787+00:00,2022-10-11 11:43:52.289929+00:00
4359,77,511,mindplex,like,1682305436,188.150.108.21,2023-04-24 03:03:56.657451+00:00,2023-04-24 03:03:56.657467+00:00
224,77,47,mindplex,view,1665558149,196.188.75.100,2022-10-12 06:30:10.651940+00:00,2022-10-12 07:02:29.543287+00:00
199,187,40,mindplex,react-positive,1665490458,196.188.75.100,2022-10-11 12:11:44.145945+00:00,2022-10-11 12:14:18.821388+00:00
1241,1019,190,mindplex,view,1675131959,73.180.136.32,2023-01-31 02:25:59.232270+00:00,2023-01-31 02:25:59.232288+00:00
2664,1371,200,mindplex,view,1678186159,89.187.161.242,2023-03-07 10:49:18.884084+00:00,2023-03-07 10:49:19.342158+00:00
13908,77,969,mindplex,like,1691975069,36.77.53.179,2023-08-14 01:04:29.753475+00:00,2023-08-14 01:04:29.753493+00:00
2644,1202,200,mindplex,view,1678185581,89.187.161.242,2023-03-07 10:38:51.744717+00:00,2023-03-07 10:39:41.495261+00:00
276,41,40,mindplex,view,1678972449,196.188.75.100,2022-10-14 09:01:50.987646+00:00,2023-03-16 13:14:09.338346+00:00
4402,187,511,mindplex,view,1682438816,188.150.108.21,2023-04-25 16:06:56.199680+00:00,2023-04-25 16:06:56.665372+00:00
210,187,23,mindplex,like,1665492184,196.188.75.100,2022-10-11 12:43:04.319033+00:00,2022-10-11 12:43:04.319052+00:00
215,149,40,mindplex,dislike,1665497083,196.188.75.100,2022-10-11 14:04:43.451917+00:00,2022-10-11 14:04:43.451936+00:00
256,77,47,mindplex,like,1665558156,196.188.75.100,2022-10-12 07:02:36.669474+00:00,2022-10-12 07:02:36.669494+00:00
247,546,47,mindplex,dislike,1665558082,196.188.75.100,2022-10-12 07:01:22.907246+00:00,2022-10-12 07:01:22.907265+00:00
248,167,47,mindplex,dislike,1665558086,196.188.75.100,2022-10-12 07:01:26.732407+00:00,2022-10-12 07:01:26.732425+00:00
222,41,47,mindplex,view,1665558121,196.188.75.100,2022-10-12 06:30:07.791342+00:00,2022-10-12 07:02:01.857724+00:00
285,187,60,mindplex,view,1666255417,141.195.131.234,2022-10-20 08:43:36.741161+00:00,2022-10-20 08:43:37.238580+00:00
219,187,47,mindplex,view,1665558202,196.188.75.100,2022-10-12 06:30:03.657391+00:00,2022-10-12 07:03:22.980794+00:00
220,149,47,mindplex,view,1665558203,196.188.75.100,2022-10-12 06:30:05.666895+00:00,2022-10-12 07:03:24.137252+00:00
262,149,47,mindplex,dislike,1665558228,196.188.75.100,2022-10-12 07:03:49.055865+00:00,2022-10-12 07:03:49.055884+00:00
261,187,47,mindplex,dislike,1665558238,196.188.75.100,2022-10-12 07:03:36.981270+00:00,2022-10-12 07:03:58.457878+00:00
263,187,42,mindplex,view,1665560547,190.2.131.207,2022-10-12 07:42:27.827548+00:00,2022-10-12 07:42:27.827568+00:00
264,546,40,mindplex,react-positive,1665574244,196.188.75.100,2022-10-12 11:24:42.685797+00:00,2022-10-12 11:30:44.204266+00:00
265,546,40,mindplex,like,1665574265,196.188.75.100,2022-10-12 11:31:05.264280+00:00,2022-10-12 11:31:05.264299+00:00
277,41,40,mindplex,like,1665738123,196.188.75.100,2022-10-14 09:02:03.347770+00:00,2022-10-14 09:02:03.347790+00:00
289,77,27,mindplex,view,1666334954,77.162.62.204,2022-10-21 06:49:13.834096+00:00,2022-10-21 06:49:14.360178+00:00
266,187,50,mindplex,view,1666157210,103.215.170.48,2022-10-13 06:00:48.565094+00:00,2022-10-19 05:26:50.904269+00:00
287,77,60,mindplex,view,1666255602,141.195.131.234,2022-10-20 08:45:19.989518+00:00,2022-10-20 08:46:42.992462+00:00
291,149,20,mindplex,view,1666338339,122.173.50.204,2022-10-21 07:45:38.983531+00:00,2022-10-21 07:45:39.411067+00:00
294,77,19,mindplex,view,1666632404,84.241.200.201,2022-10-24 17:26:44.835778+00:00,2022-10-24 17:26:45.125398+00:00
295,77,19,mindplex,like,1666632415,84.241.200.201,2022-10-24 17:26:55.209624+00:00,2022-10-24 17:26:55.209642+00:00
296,149,19,mindplex,view,1666633419,84.241.200.201,2022-10-24 17:27:14.839110+00:00,2022-10-24 17:43:39.600541+00:00
297,149,19,mindplex,like,1666632444,84.241.200.201,2022-10-24 17:27:24.395766+00:00,2022-10-24 17:27:24.395784+00:00
298,149,19,mindplex,react-positive,1666632447,84.241.200.201,2022-10-24 17:27:27.908716+00:00,2022-10-24 17:27:27.908734+00:00
1230,1202,55,mindplex,view,1675155469,50.7.93.28,2023-01-30 12:22:17.559230+00:00,2023-01-31 08:57:50.105970+00:00
373,149,69,mindplex,react-positive,1666868829,196.188.75.100,2022-10-27 11:07:05.979912+00:00,2022-10-27 11:07:09.757737+00:00
302,187,45,mindplex,view,1684433765,196.188.35.77,2022-10-25 06:35:26.148493+00:00,2023-05-18 18:16:05.633431+00:00
374,77,69,mindplex,dislike,1666868840,196.188.75.100,2022-10-27 11:07:20.554679+00:00,2022-10-27 11:07:20.554698+00:00
306,77,35,mindplex,view,1666857379,103.215.170.48,2022-10-27 05:48:27.757982+00:00,2022-10-27 07:56:19.898652+00:00
312,187,35,mindplex,view,1666857383,103.215.170.48,2022-10-27 05:51:37.629056+00:00,2022-10-27 07:56:23.359676+00:00
4360,77,511,mindplex,good_time_spent,1682305440,188.150.108.21,2023-04-24 03:04:00.841083+00:00,2023-04-24 03:04:00.841100+00:00
331,41,35,mindplex,like,1666857433,103.215.170.48,2022-10-27 07:57:13.584535+00:00,2022-10-27 07:57:13.584554+00:00
304,77,54,mindplex,view,1666683136,190.2.131.207,2022-10-25 07:32:12.337788+00:00,2022-10-25 07:32:16.486722+00:00
340,149,46,mindplex,like,1666857662,103.215.170.48,2022-10-27 08:01:02.843344+00:00,2022-10-27 08:01:02.843362+00:00
310,149,35,mindplex,like,1666849825,103.215.170.48,2022-10-27 05:50:25.329700+00:00,2022-10-27 05:50:25.329719+00:00
343,77,46,mindplex,like,1666857673,103.215.170.48,2022-10-27 08:01:13.275262+00:00,2022-10-27 08:01:13.275279+00:00
311,149,35,mindplex,react-positive,1666849838,103.215.170.48,2022-10-27 05:50:31.950050+00:00,2022-10-27 05:50:38.175979+00:00
415,41,68,mindplex,view,1681973535,72.234.10.210,2022-10-27 17:44:06.623200+00:00,2023-04-20 06:52:15.583249+00:00
314,187,35,mindplex,react-positive,1666849911,103.215.170.48,2022-10-27 05:51:46.757645+00:00,2022-10-27 05:51:51.561908+00:00
315,187,35,mindplex,like,1666849915,103.215.170.48,2022-10-27 05:51:56.067039+00:00,2022-10-27 05:51:56.067056+00:00
301,77,68,mindplex,view,1680761108,72.234.10.210,2022-10-24 17:40:34.032299+00:00,2023-04-06 06:05:08.994273+00:00
413,149,68,mindplex,view,1682022703,72.234.10.210,2022-10-27 17:37:29.027282+00:00,2023-04-20 20:31:44.053054+00:00
359,187,69,mindplex,view,1666868735,196.188.75.100,2022-10-27 11:05:35.375674+00:00,2022-10-27 11:05:35.375694+00:00
363,187,69,mindplex,like,1666868763,196.188.75.100,2022-10-27 11:06:03.428254+00:00,2022-10-27 11:06:03.428271+00:00
364,187,69,mindplex,react-positive,1666868772,196.188.75.100,2022-10-27 11:06:07.750412+00:00,2022-10-27 11:06:12.215453+00:00
368,77,69,mindplex,react-positive,1666868795,196.188.75.100,2022-10-27 11:06:31.605365+00:00,2022-10-27 11:06:35.489895+00:00
371,149,69,mindplex,view,1666868816,196.188.75.100,2022-10-27 11:06:56.804450+00:00,2022-10-27 11:06:56.804469+00:00
361,77,69,mindplex,view,1666868818,196.188.75.100,2022-10-27 11:05:41.646398+00:00,2022-10-27 11:06:58.180694+00:00
372,149,69,mindplex,like,1666868823,196.188.75.100,2022-10-27 11:07:03.230433+00:00,2022-10-27 11:07:03.230451+00:00
378,41,69,mindplex,view,1666869033,196.188.75.100,2022-10-27 11:10:34.010524+00:00,2022-10-27 11:10:34.010542+00:00
382,187,70,mindplex,view,1666869213,196.188.75.100,2022-10-27 11:13:33.489442+00:00,2022-10-27 11:13:33.489459+00:00
384,149,70,mindplex,view,1666869221,196.188.75.100,2022-10-27 11:13:42.029677+00:00,2022-10-27 11:13:42.029694+00:00
389,41,70,mindplex,view,1666869268,196.188.75.100,2022-10-27 11:14:28.978721+00:00,2022-10-27 11:14:28.978740+00:00
399,41,70,mindplex,like,1666869351,196.188.75.100,2022-10-27 11:15:51.489438+00:00,2022-10-27 11:15:51.489456+00:00
404,149,70,mindplex,like,1666869368,196.188.75.100,2022-10-27 11:16:09.148740+00:00,2022-10-27 11:16:09.148759+00:00
409,187,70,mindplex,dislike,1666869411,196.188.75.100,2022-10-27 11:16:51.814982+00:00,2022-10-27 11:16:51.814999+00:00
410,77,70,mindplex,dislike,1666869415,196.188.75.100,2022-10-27 11:16:55.407324+00:00,2022-10-27 11:16:55.407341+00:00
383,77,70,mindplex,view,1667024701,196.188.75.100,2022-10-27 11:13:34.639501+00:00,2022-10-29 06:25:02.097464+00:00
358,187,25,mindplex,view,1669204196,84.52.17.141,2022-10-27 08:45:18.924543+00:00,2022-11-23 11:49:56.342500+00:00
411,149,55,mindplex,view,1674578277,198.16.66.100,2022-10-27 14:45:48.352921+00:00,2023-01-24 16:37:57.994740+00:00
451,187,74,mindplex,like,1667205414,196.188.75.100,2022-10-31 08:36:44.952115+00:00,2022-10-31 08:36:54.415089+00:00
4517,149,521,mindplex,best_time_spent,1682534002,136.23.5.10,2023-04-26 18:33:22.923464+00:00,2023-04-26 18:33:22.923482+00:00
459,41,74,mindplex,like,1667205434,196.188.75.100,2022-10-31 08:37:14.271250+00:00,2022-10-31 08:37:14.271269+00:00
464,41,76,mindplex,view,1667290715,196.188.75.100,2022-11-01 08:18:35.577953+00:00,2022-11-01 08:18:35.577973+00:00
424,187,71,mindplex,view,1667035111,196.188.75.100,2022-10-29 09:18:31.370171+00:00,2022-10-29 09:18:31.370189+00:00
427,187,71,mindplex,like,1667035124,196.188.75.100,2022-10-29 09:18:44.384183+00:00,2022-10-29 09:18:44.384212+00:00
467,149,76,mindplex,view,1667290720,196.188.75.100,2022-11-01 08:18:40.774287+00:00,2022-11-01 08:18:40.774323+00:00
497,41,80,mindplex,view,1667628853,196.188.75.100,2022-11-05 06:14:13.727305+00:00,2022-11-05 06:14:13.727323+00:00
469,77,76,mindplex,view,1667290722,196.188.75.100,2022-11-01 08:18:42.463661+00:00,2022-11-01 08:18:42.463680+00:00
435,77,73,mindplex,view,1667204834,196.188.75.100,2022-10-31 08:27:14.374763+00:00,2022-10-31 08:27:14.374783+00:00
436,187,73,mindplex,view,1667204835,196.188.75.100,2022-10-31 08:27:15.662119+00:00,2022-10-31 08:27:15.662137+00:00
439,77,73,mindplex,like,1667204848,196.188.75.100,2022-10-31 08:27:28.352848+00:00,2022-10-31 08:27:28.352867+00:00
440,187,73,mindplex,like,1667204855,196.188.75.100,2022-10-31 08:27:35.352429+00:00,2022-10-31 08:27:35.352449+00:00
444,77,74,mindplex,view,1667205297,196.188.75.100,2022-10-31 08:34:32.044142+00:00,2022-10-31 08:34:57.949938+00:00
445,149,74,mindplex,view,1667205306,196.188.75.100,2022-10-31 08:35:06.576936+00:00,2022-10-31 08:35:06.576954+00:00
441,187,74,mindplex,view,1667205319,196.188.75.100,2022-10-31 08:34:22.882418+00:00,2022-10-31 08:35:19.695532+00:00
449,41,74,mindplex,view,1667205347,196.188.75.100,2022-10-31 08:35:47.818939+00:00,2022-10-31 08:35:47.818958+00:00
450,77,74,mindplex,like,1667205401,196.188.75.100,2022-10-31 08:36:41.444622+00:00,2022-10-31 08:36:41.444641+00:00
452,149,74,mindplex,like,1667205407,196.188.75.100,2022-10-31 08:36:48.101246+00:00,2022-10-31 08:36:48.101267+00:00
484,41,76,mindplex,like,1667290807,196.188.75.100,2022-11-01 08:20:07.653951+00:00,2022-11-01 08:20:07.653969+00:00
487,149,76,mindplex,like,1667290817,196.188.75.100,2022-11-01 08:20:17.201323+00:00,2022-11-01 08:20:17.201341+00:00
489,77,76,mindplex,like,1667290823,196.188.75.100,2022-11-01 08:20:23.624376+00:00,2022-11-01 08:20:23.624395+00:00
491,187,76,mindplex,like,1667290829,196.188.75.100,2022-11-01 08:20:29.904797+00:00,2022-11-01 08:20:29.904816+00:00
493,167,76,mindplex,like,1667290836,196.188.75.100,2022-11-01 08:20:36.301277+00:00,2022-11-01 08:20:36.301296+00:00
494,546,76,mindplex,like,1667290839,196.188.75.100,2022-11-01 08:20:39.769660+00:00,2022-11-01 08:20:39.769678+00:00
471,187,76,mindplex,view,1667291844,196.188.75.100,2022-11-01 08:18:44.214783+00:00,2022-11-01 08:37:24.793915+00:00
500,149,80,mindplex,view,1667628859,196.188.75.100,2022-11-05 06:14:19.179293+00:00,2022-11-05 06:14:19.179312+00:00
502,77,80,mindplex,view,1667628861,196.188.75.100,2022-11-05 06:14:21.757996+00:00,2022-11-05 06:14:21.758013+00:00
504,187,80,mindplex,view,1667628862,196.188.75.100,2022-11-05 06:14:22.736964+00:00,2022-11-05 06:14:22.736982+00:00
422,77,55,mindplex,view,1670424114,196.188.75.100,2022-10-28 10:39:13.974768+00:00,2022-12-07 14:41:54.250861+00:00
417,149,6,mindplex,view,1674556382,109.156.89.98,2022-10-27 19:07:17.776221+00:00,2023-01-24 10:33:02.939040+00:00
506,149,80,mindplex,like,1667628871,196.188.75.100,2022-11-05 06:14:32.035639+00:00,2022-11-05 06:14:32.035659+00:00
508,77,80,mindplex,like,1667628878,196.188.75.100,2022-11-05 06:14:38.727821+00:00,2022-11-05 06:14:38.727840+00:00
510,187,80,mindplex,like,1667628884,196.188.75.100,2022-11-05 06:14:45.098333+00:00,2022-11-05 06:14:45.098351+00:00
511,546,80,mindplex,like,1667628888,196.188.75.100,2022-11-05 06:14:48.642608+00:00,2022-11-05 06:14:48.642633+00:00
512,167,80,mindplex,like,1667628892,196.188.75.100,2022-11-05 06:14:52.191514+00:00,2022-11-05 06:14:52.191532+00:00
513,41,80,mindplex,like,1667628895,196.188.75.100,2022-11-05 06:14:55.850992+00:00,2022-11-05 06:14:55.851012+00:00
516,41,80,mindplex,react-positive,1667628911,196.188.75.100,2022-11-05 06:15:11.241248+00:00,2022-11-05 06:15:11.241267+00:00
517,167,80,mindplex,react-positive,1667628915,196.188.75.100,2022-11-05 06:15:15.776759+00:00,2022-11-05 06:15:15.776777+00:00
518,546,80,mindplex,react-positive,1667628919,196.188.75.100,2022-11-05 06:15:19.796794+00:00,2022-11-05 06:15:19.796812+00:00
519,187,80,mindplex,react-positive,1667628923,196.188.75.100,2022-11-05 06:15:23.477117+00:00,2022-11-05 06:15:23.477135+00:00
521,77,80,mindplex,react-positive,1667628931,196.188.75.100,2022-11-05 06:15:31.271879+00:00,2022-11-05 06:15:31.271895+00:00
523,149,80,mindplex,react-positive,1667628938,196.188.75.100,2022-11-05 06:15:38.300306+00:00,2022-11-05 06:15:38.300324+00:00
526,77,3,mindplex,like,1667885946,196.189.29.149,2022-11-08 05:39:06.232029+00:00,2022-11-08 05:39:06.232047+00:00
527,187,3,mindplex,like,1667907770,196.188.75.100,2022-11-08 11:42:50.522592+00:00,2022-11-08 11:42:50.522610+00:00
530,149,84,mindplex,like,1668194954,199.87.199.51,2022-11-11 19:29:14.574708+00:00,2022-11-11 19:29:14.574726+00:00
531,77,85,mindplex,view,1668413777,196.188.75.100,2022-11-14 08:16:17.668413+00:00,2022-11-14 08:16:17.668429+00:00
533,187,85,mindplex,view,1668413778,196.188.75.100,2022-11-14 08:16:18.512179+00:00,2022-11-14 08:16:18.512196+00:00
534,149,85,mindplex,view,1668413781,196.188.75.100,2022-11-14 08:16:21.656341+00:00,2022-11-14 08:16:21.656359+00:00
537,41,85,mindplex,view,1668413783,196.188.75.100,2022-11-14 08:16:24.043469+00:00,2022-11-14 08:16:24.043487+00:00
540,546,85,mindplex,like,1668413864,196.188.75.100,2022-11-14 08:17:44.558818+00:00,2022-11-14 08:17:44.558836+00:00
541,167,85,mindplex,like,1668413868,196.188.75.100,2022-11-14 08:17:48.186086+00:00,2022-11-14 08:17:48.186104+00:00
542,77,85,mindplex,like,1668413873,196.188.75.100,2022-11-14 08:17:54.150382+00:00,2022-11-14 08:17:54.150400+00:00
544,187,85,mindplex,like,1668413880,196.188.75.100,2022-11-14 08:18:01.115095+00:00,2022-11-14 08:18:01.115112+00:00
545,149,85,mindplex,like,1668413883,196.188.75.100,2022-11-14 08:18:04.088281+00:00,2022-11-14 08:18:04.088298+00:00
548,41,85,mindplex,like,1668413891,196.188.75.100,2022-11-14 08:18:12.075344+00:00,2022-11-14 08:18:12.075361+00:00
553,41,85,mindplex,react-positive,1668413915,196.188.75.100,2022-11-14 08:18:36.156589+00:00,2022-11-14 08:18:36.156605+00:00
556,149,85,mindplex,react-positive,1668413927,196.188.75.100,2022-11-14 08:18:47.474056+00:00,2022-11-14 08:18:47.474073+00:00
557,187,85,mindplex,react-positive,1668413931,196.188.75.100,2022-11-14 08:18:51.520294+00:00,2022-11-14 08:18:51.520311+00:00
559,77,85,mindplex,react-positive,1668413940,196.188.75.100,2022-11-14 08:19:00.522503+00:00,2022-11-14 08:19:00.522520+00:00
560,77,86,mindplex,view,1668425763,196.188.75.100,2022-11-14 11:36:04.123104+00:00,2022-11-14 11:36:04.123122+00:00
562,187,86,mindplex,view,1668425765,196.188.75.100,2022-11-14 11:36:05.932473+00:00,2022-11-14 11:36:05.932490+00:00
566,41,86,mindplex,view,1668425772,196.188.75.100,2022-11-14 11:36:12.992474+00:00,2022-11-14 11:36:12.992491+00:00
569,77,86,mindplex,like,1668425804,196.188.75.100,2022-11-14 11:36:44.707607+00:00,2022-11-14 11:36:44.707624+00:00
571,187,86,mindplex,like,1668425810,196.188.75.100,2022-11-14 11:36:50.737346+00:00,2022-11-14 11:36:50.737363+00:00
572,149,86,mindplex,like,1668425813,196.188.75.100,2022-11-14 11:36:53.752517+00:00,2022-11-14 11:36:53.752535+00:00
